G.STA. CLAR,"A, SON","(31 42 N, 114 30 W)"
Fecha Inici,al: 2018/0,01-ene
Fecha Final,:   2018/1,ene-13
Zona de Tie,mpo: 0,
Intervalo d,e Muestreo,: 60 minuto(s)
Nivel de Re,ferencia:,Bajamar Media Inferior (NBMI)
Alturas en,metros,
26/04/2018,18 00 00,4.269
26/04/2018,19 00 00,4.866
26/04/2018,20 00 00,4.796
26/04/2018,21 00 00,4.065
26/04/2018,22 00 00,2.851
26/04/2018,23 00 00,1.464
27/04/2018,00 00 00,0.263
27/04/2018,01 00 00,-0.432
27/04/2018,02 00 00,-0.431
27/04/2018,03 00 00,0.277
27/04/2018,04 00 00,1.515
27/04/2018,05 00 00,2.964
27/04/2018,06 00 00,4.247
27/04/2018,07 00 00,5.027
27/04/2018,08 00 00,5.098
27/04/2018,09 00 00,4.436
27/04/2018,10 00 00,3.205
27/04/2018,11 00 00,1.718
27/04/2018,12 00 00,0.35
27/04/2018,13 00 00,-0.551
27/04/2018,14 00 00,-0.757
27/04/2018,15 00 00,-0.211
27/04/2018,16 00 00,0.953
27/04/2018,17 00 00,2.447
27/04/2018,18 00 00,3.9
27/04/2018,19 00 00,4.945
27/04/2018,20 00 00,5.317
27/04/2018,21 00 00,4.918
27/04/2018,22 00 00,3.847
27/04/2018,23 00 00,2.373
28/04/2018,00 00 00,0.877
28/04/2018,01 00 00,-0.254
28/04/2018,02 00 00,-0.723
28/04/2018,03 00 00,-0.406
28/04/2018,04 00 00,0.616
28/04/2018,05 00 00,2.074
28/04/2018,06 00 00,3.581
28/04/2018,07 00 00,4.737
28/04/2018,08 00 00,5.231
28/04/2018,09 00 00,4.928
28/04/2018,10 00 00,3.9
28/04/2018,11 00 00,2.407
28/04/2018,12 00 00,0.831
28/04/2018,13 00 00,-0.425
28/04/2018,14 00 00,-1.041
28/04/2018,15 00 00,-0.856
28/04/2018,16 00 00,0.089
28/04/2018,17 00 00,1.564
28/04/2018,18 00 00,3.205
28/04/2018,19 00 00,4.608
28/04/2018,20 00 00,5.428
28/04/2018,21 00 00,5.463
28/04/2018,22 00 00,4.709
28/04/2018,23 00 00,3.362
29/04/2018,00 00 00,1.768
29/04/2018,01 00 00,0.336
29/04/2018,02 00 00,-0.563
29/04/2018,03 00 00,-0.699
29/04/2018,04 00 00,-0.042
29/04/2018,05 00 00,1.229
29/04/2018,06 00 00,2.771
29/04/2018,07 00 00,4.168
29/04/2018,08 00 00,5.042
29/04/2018,09 00 00,5.154
29/04/2018,10 00 00,4.466
29/04/2018,11 00 00,3.152
29/04/2018,12 00 00,1.547
29/04/2018,13 00 00,0.065
29/04/2018,14 00 00,-0.913
29/04/2018,15 00 00,-1.136
29/04/2018,16 00 00,-0.542
29/04/2018,17 00 00,0.727
29/04/2018,18 00 00,2.36
29/04/2018,19 00 00,3.959
29/04/2018,20 00 00,5.136
29/04/2018,21 00 00,5.61
29/04/2018,22 00 00,5.275
29/04/2018,23 00 00,4.227
30/04/2018,00 00 00,2.74
30/04/2018,01 00 00,1.198
30/04/2018,02 00 00,-0.004
30/04/2018,03 00 00,-0.561
30/04/2018,04 00 00,-0.337
30/04/2018,05 00 00,0.597
30/04/2018,06 00 00,1.981
30/04/2018,07 00 00,3.436
30/04/2018,08 00 00,4.564
30/04/2018,09 00 00,5.055
30/04/2018,10 00 00,4.769
30/04/2018,11 00 00,3.774
30/04/2018,12 00 00,2.324
30/04/2018,13 00 00,0.795
30/04/2018,14 00 00,-0.419
30/04/2018,15 00 00,-1.003
30/04/2018,16 00 00,-0.806
30/04/2018,17 00 00,0.129
30/04/2018,18 00 00,1.573
30/04/2018,19 00 00,3.177
30/04/2018,20 00 00,4.553
30/04/2018,21 00 00,5.378
30/04/2018,22 00 00,5.464
30/04/2018,23 00 00,4.81
01/05/2018,00 00 00,3.597
01/05/2018,01 00 00,2.14
01/05/2018,02 00 00,0.816
01/05/2018,03 00 00,-0.041
01/05/2018,04 00 00,-0.222
01/05/2018,05 00 00,0.306
01/05/2018,06 00 00,1.385
01/05/2018,07 00 00,2.712
01/05/2018,08 00 00,3.917
01/05/2018,09 00 00,4.667
01/05/2018,10 00 00,4.749
01/05/2018,11 00 00,4.132
01/05/2018,12 00 00,2.971
01/05/2018,13 00 00,1.569
01/05/2018,14 00 00,0.289
01/05/2018,15 00 00,-0.535
01/05/2018,16 00 00,-0.689
01/05/2018,17 00 00,-0.129
01/05/2018,18 00 00,1.01
01/05/2018,19 00 00,2.45
01/05/2018,20 00 00,3.848
01/05/2018,21 00 00,4.875
01/05/2018,22 00 00,5.3
01/05/2018,23 00 00,5.043
02/05/2018,00 00 00,4.192
02/05/2018,01 00 00,2.978
02/05/2018,02 00 00,1.717
02/05/2018,03 00 00,0.727
02/05/2018,04 00 00,0.253
02/05/2018,05 00 00,0.398
02/05/2018,06 00 00,1.104
02/05/2018,07 00 00,2.161
02/05/2018,08 00 00,3.269
02/05/2018,09 00 00,4.113
02/05/2018,10 00 00,4.452
02/05/2018,11 00 00,4.183
02/05/2018,12 00 00,3.367
02/05/2018,13 00 00,2.215
02/05/2018,14 00 00,1.028
02/05/2018,15 00 00,0.116
02/05/2018,16 00 00,-0.281
02/05/2018,17 00 00,-0.058
02/05/2018,18 00 00,0.734
02/05/2018,19 00 00,1.904
02/05/2018,20 00 00,3.171
02/05/2018,21 00 00,4.241
02/05/2018,22 00 00,4.873
02/05/2018,23 00 00,4.942
03/05/2018,00 00 00,4.46
03/05/2018,01 00 00,3.572
03/05/2018,02 00 00,2.516
03/05/2018,03 00 00,1.562
03/05/2018,04 00 00,0.945
03/05/2018,05 00 00,0.805
03/05/2018,06 00 00,1.158
03/05/2018,07 00 00,1.885
03/05/2018,08 00 00,2.769
03/05/2018,09 00 00,3.553
03/05/2018,10 00 00,4.006
03/05/2018,11 00 00,3.99
03/05/2018,12 00 00,3.494
03/05/2018,13 00 00,2.642
03/05/2018,14 00 00,1.654
03/05/2018,15 00 00,0.79
03/05/2018,16 00 00,0.276
03/05/2018,17 00 00,0.249
03/05/2018,18 00 00,0.721
03/05/2018,19 00 00,1.58
03/05/2018,20 00 00,2.62
03/05/2018,21 00 00,3.6
03/05/2018,22 00 00,4.303
03/05/2018,23 00 00,4.588
04/05/2018,00 00 00,4.418
04/05/2018,01 00 00,3.866
04/05/2018,02 00 00,3.092
04/05/2018,03 00 00,2.298
04/05/2018,04 00 00,1.683
04/05/2018,05 00 00,1.388
04/05/2018,06 00 00,1.468
04/05/2018,07 00 00,1.877
04/05/2018,08 00 00,2.481
04/05/2018,09 00 00,3.096
04/05/2018,10 00 00,3.535
04/05/2018,11 00 00,3.657
04/05/2018,12 00 00,3.412
04/05/2018,13 00 00,2.851
04/05/2018,14 00 00,2.113
04/05/2018,15 00 00,1.389
04/05/2018,16 00 00,0.869
04/05/2018,17 00 00,0.69
04/05/2018,18 00 00,0.903
04/05/2018,19 00 00,1.459
04/05/2018,20 00 00,2.226
04/05/2018,21 00 00,3.027
04/05/2018,22 00 00,3.688
04/05/2018,23 00 00,4.076
05/05/2018,00 00 00,4.131
05/05/2018,01 00 00,3.876
05/05/2018,02 00 00,3.4
05/05/2018,03 00 00,2.837
05/05/2018,04 00 00,2.331
05/05/2018,05 00 00,1.998
05/05/2018,06 00 00,1.905
05/05/2018,07 00 00,2.052
05/05/2018,08 00 00,2.377
05/05/2018,09 00 00,2.77
05/05/2018,10 00 00,3.102
05/05/2018,11 00 00,3.263
05/05/2018,12 00 00,3.189
05/05/2018,13 00 00,2.879
05/05/2018,14 00 00,2.404
05/05/2018,15 00 00,1.878
05/05/2018,16 00 00,1.438
05/05/2018,17 00 00,1.197
05/05/2018,18 00 00,1.221
05/05/2018,19 00 00,1.506
05/05/2018,20 00 00,1.987
05/05/2018,21 00 00,2.556
05/05/2018,22 00 00,3.09
05/05/2018,23 00 00,3.485
06/05/2018,00 00 00,3.679
06/05/2018,01 00 00,3.659
06/05/2018,02 00 00,3.462
06/05/2018,03 00 00,3.156
06/05/2018,04 00 00,2.823
06/05/2018,05 00 00,2.54
06/05/2018,06 00 00,2.362
06/05/2018,07 00 00,2.315
06/05/2018,08 00 00,2.387
06/05/2018,09 00 00,2.538
06/05/2018,10 00 00,2.708
06/05/2018,11 00 00,2.831
06/05/2018,12 00 00,2.853
06/05/2018,13 00 00,2.751
06/05/2018,14 00 00,2.533
06/05/2018,15 00 00,2.245
06/05/2018,16 00 00,1.954
06/05/2018,17 00 00,1.733
06/05/2018,18 00 00,1.639
06/05/2018,19 00 00,1.698
06/05/2018,20 00 00,1.9
06/05/2018,21 00 00,2.202
06/05/2018,22 00 00,2.545
06/05/2018,23 00 00,2.868
07/05/2018,00 00 00,3.121
07/05/2018,01 00 00,3.275
07/05/2018,02 00 00,3.324
07/05/2018,03 00 00,3.277
07/05/2018,04 00 00,3.155
07/05/2018,05 00 00,2.985
07/05/2018,06 00 00,2.794
07/05/2018,07 00 00,2.612
07/05/2018,08 00 00,2.465
07/05/2018,09 00 00,2.37
07/05/2018,10 00 00,2.335
07/05/2018,11 00 00,2.354
07/05/2018,12 00 00,2.406
07/05/2018,13 00 00,2.46
07/05/2018,14 00 00,2.485
07/05/2018,15 00 00,2.461
07/05/2018,16 00 00,2.384
07/05/2018,17 00 00,2.265
07/05/2018,18 00 00,2.135
07/05/2018,19 00 00,2.025
07/05/2018,20 00 00,1.968
07/05/2018,21 00 00,1.985
07/05/2018,22 00 00,2.085
07/05/2018,23 00 00,2.261
08/05/2018,00 00 00,2.496
08/05/2018,01 00 00,2.761
08/05/2018,02 00 00,3.019
08/05/2018,03 00 00,3.228
08/05/2018,04 00 00,3.345
08/05/2018,05 00 00,3.341
08/05/2018,06 00 00,3.202
08/05/2018,07 00 00,2.944
08/05/2018,08 00 00,2.613
08/05/2018,09 00 00,2.274
08/05/2018,10 00 00,2
08/05/2018,11 00 00,1.851
08/05/2018,12 00 00,1.855
08/05/2018,13 00 00,2.001
08/05/2018,14 00 00,2.237
08/05/2018,15 00 00,2.49
08/05/2018,16 00 00,2.68
08/05/2018,17 00 00,2.75
08/05/2018,18 00 00,2.676
08/05/2018,19 00 00,2.475
08/05/2018,20 00 00,2.202
08/05/2018,21 00 00,1.932
08/05/2018,22 00 00,1.745
08/05/2018,23 00 00,1.703
09/05/2018,00 00 00,1.837
09/05/2018,01 00 00,2.14
09/05/2018,02 00 00,2.559
09/05/2018,03 00 00,3.01
09/05/2018,04 00 00,3.391
09/05/2018,05 00 00,3.607
09/05/2018,06 00 00,3.591
09/05/2018,07 00 00,3.328
09/05/2018,08 00 00,2.863
09/05/2018,09 00 00,2.296
09/05/2018,10 00 00,1.757
09/05/2018,11 00 00,1.377
09/05/2018,12 00 00,1.25
09/05/2018,13 00 00,1.402
09/05/2018,14 00 00,1.79
09/05/2018,15 00 00,2.302
09/05/2018,16 00 00,2.796
09/05/2018,17 00 00,3.133
09/05/2018,18 00 00,3.219
09/05/2018,19 00 00,3.028
09/05/2018,20 00 00,2.611
09/05/2018,21 00 00,2.08
09/05/2018,22 00 00,1.58
09/05/2018,23 00 00,1.25
10/05/2018,00 00 00,1.192
10/05/2018,01 00 00,1.438
10/05/2018,02 00 00,1.947
10/05/2018,03 00 00,2.607
10/05/2018,04 00 00,3.263
10/05/2018,05 00 00,3.751
10/05/2018,06 00 00,3.937
10/05/2018,07 00 00,3.758
10/05/2018,08 00 00,3.236
10/05/2018,09 00 00,2.484
10/05/2018,10 00 00,1.679
10/05/2018,11 00 00,1.02
10/05/2018,12 00 00,0.673
10/05/2018,13 00 00,0.731
10/05/2018,14 00 00,1.178
10/05/2018,15 00 00,1.897
10/05/2018,16 00 00,2.695
10/05/2018,17 00 00,3.359
10/05/2018,18 00 00,3.708
10/05/2018,19 00 00,3.647
10/05/2018,20 00 00,3.193
10/05/2018,21 00 00,2.466
10/05/2018,22 00 00,1.66
10/05/2018,23 00 00,0.992
11/05/2018,00 00 00,0.645
11/05/2018,01 00 00,0.72
11/05/2018,02 00 00,1.214
11/05/2018,03 00 00,2.013
11/05/2018,04 00 00,2.922
11/05/2018,05 00 00,3.714
11/05/2018,06 00 00,4.18
11/05/2018,07 00 00,4.187
11/05/2018,08 00 00,3.713
11/05/2018,09 00 00,2.857
11/05/2018,10 00 00,1.822
11/05/2018,11 00 00,0.862
11/05/2018,12 00 00,0.224
11/05/2018,13 00 00,0.077
11/05/2018,14 00 00,0.466
11/05/2018,15 00 00,1.297
11/05/2018,16 00 00,2.356
11/05/2018,17 00 00,3.368
11/05/2018,18 00 00,4.067
11/05/2018,19 00 00,4.266
11/05/2018,20 00 00,3.915
11/05/2018,21 00 00,3.106
11/05/2018,22 00 00,2.053
11/05/2018,23 00 00,1.035
12/05/2018,00 00 00,0.321
12/05/2018,01 00 00,0.103
12/05/2018,02 00 00,0.444
12/05/2018,03 00 00,1.262
12/05/2018,04 00 00,2.354
12/05/2018,05 00 00,3.44
12/05/2018,06 00 00,4.239
12/05/2018,07 00 00,4.535
12/05/2018,08 00 00,4.233
12/05/2018,09 00 00,3.392
12/05/2018,10 00 00,2.207
12/05/2018,11 00 00,0.972
12/05/2018,12 00 00,-0.001
12/05/2018,13 00 00,-0.453
12/05/2018,14 00 00,-0.257
12/05/2018,15 00 00,0.55
12/05/2018,16 00 00,1.773
12/05/2018,17 00 00,3.101
12/05/2018,18 00 00,4.195
12/05/2018,19 00 00,4.772
12/05/2018,20 00 00,4.684
12/05/2018,21 00 00,3.956
12/05/2018,22 00 00,2.782
12/05/2018,23 00 00,1.469
13/05/2018,00 00 00,0.362
13/05/2018,01 00 00,-0.252
13/05/2018,02 00 00,-0.215
13/05/2018,03 00 00,0.462
13/05/2018,04 00 00,1.603
13/05/2018,05 00 00,2.911
13/05/2018,06 00 00,4.044
13/05/2018,07 00 00,4.7
13/05/2018,08 00 00,4.697
13/05/2018,09 00 00,4.017
13/05/2018,10 00 00,2.814
13/05/2018,11 00 00,1.384
13/05/2018,12 00 00,0.088
13/05/2018,13 00 00,-0.738
13/05/2018,14 00 00,-0.868
13/05/2018,15 00 00,-0.249
13/05/2018,16 00 00,0.979
13/05/2018,17 00 00,2.517
13/05/2018,18 00 00,3.982
13/05/2018,19 00 00,5.005
13/05/2018,20 00 00,5.329
13/05/2018,21 00 00,4.877
13/05/2018,22 00 00,3.772
13/05/2018,23 00 00,2.307
14/05/2018,00 00 00,0.864
14/05/2018,01 00 00,-0.185
14/05/2018,02 00 00,-0.576
14/05/2018,03 00 00,-0.216
14/05/2018,04 00 00,0.79
14/05/2018,05 00 00,2.172
14/05/2018,06 00 00,3.563
14/05/2018,07 00 00,4.591
14/05/2018,08 00 00,4.979
14/05/2018,09 00 00,4.61
14/05/2018,10 00 00,3.56
14/05/2018,11 00 00,2.083
14/05/2018,12 00 00,0.547
14/05/2018,13 00 00,-0.655
14/05/2018,14 00 00,-1.205
14/05/2018,15 00 00,-0.941
14/05/2018,16 00 00,0.092
14/05/2018,17 00 00,1.656
14/05/2018,18 00 00,3.371
14/05/2018,19 00 00,4.817
14/05/2018,20 00 00,5.637
14/05/2018,21 00 00,5.636
14/05/2018,22 00 00,4.826
14/05/2018,23 00 00,3.429
15/05/2018,00 00 00,1.811
15/05/2018,01 00 00,0.391
15/05/2018,02 00 00,-0.472
15/05/2018,03 00 00,-0.569
15/05/2018,04 00 00,0.104
15/05/2018,05 00 00,1.355
15/05/2018,06 00 00,2.84
15/05/2018,07 00 00,4.159
15/05/2018,08 00 00,4.956
15/05/2018,09 00 00,5.01
15/05/2018,10 00 00,4.289
15/05/2018,11 00 00,2.961
15/05/2018,12 00 00,1.352
15/05/2018,13 00 00,-0.133
15/05/2018,14 00 00,-1.11
15/05/2018,15 00 00,-1.315
15/05/2018,16 00 00,-0.674
15/05/2018,17 00 00,0.679
15/05/2018,18 00 00,2.427
15/05/2018,19 00 00,4.151
15/05/2018,20 00 00,5.437
15/05/2018,21 00 00,5.978
15/05/2018,22 00 00,5.658
15/05/2018,23 00 00,4.58
16/05/2018,00 00 00,3.034
16/05/2018,01 00 00,1.427
16/05/2018,02 00 00,0.168
16/05/2018,03 00 00,-0.433
16/05/2018,04 00 00,-0.244
16/05/2018,05 00 00,0.659
16/05/2018,06 00 00,2.012
16/05/2018,07 00 00,3.443
16/05/2018,08 00 00,4.56
16/05/2018,09 00 00,5.058
16/05/2018,10 00 00,4.792
16/05/2018,11 00 00,3.813
16/05/2018,12 00 00,2.356
16/05/2018,13 00 00,0.781
16/05/2018,14 00 00,-0.513
16/05/2018,15 00 00,-1.193
16/05/2018,16 00 00,-1.069
16/05/2018,17 00 00,-0.148
16/05/2018,18 00 00,1.366
16/05/2018,19 00 00,3.12
16/05/2018,20 00 00,4.7
16/05/2018,21 00 00,5.736
16/05/2018,22 00 00,5.994
16/05/2018,23 00 00,5.436
17/05/2018,00 00 00,4.231
17/05/2018,01 00 00,2.704
17/05/2018,02 00 00,1.253
17/05/2018,03 00 00,0.24
17/05/2018,04 00 00,-0.094
17/05/2018,05 00 00,0.304
17/05/2018,06 00 00,1.297
17/05/2018,07 00 00,2.595
17/05/2018,08 00 00,3.835
17/05/2018,09 00 00,4.675
17/05/2018,10 00 00,4.882
17/05/2018,11 00 00,4.386
17/05/2018,12 00 00,3.299
17/05/2018,13 00 00,1.884
17/05/2018,14 00 00,0.491
17/05/2018,15 00 00,-0.53
17/05/2018,16 00 00,-0.914
17/05/2018,17 00 00,-0.548
17/05/2018,18 00 00,0.501
17/05/2018,19 00 00,1.996
17/05/2018,20 00 00,3.594
17/05/2018,21 00 00,4.927
17/05/2018,22 00 00,5.692
17/05/2018,23 00 00,5.73
18/05/2018,00 00 00,5.066
18/05/2018,01 00 00,3.895
18/05/2018,02 00 00,2.533
18/05/2018,03 00 00,1.329
18/05/2018,04 00 00,0.577
18/05/2018,05 00 00,0.442
18/05/2018,06 00 00,0.922
18/05/2018,07 00 00,1.852
18/05/2018,08 00 00,2.958
18/05/2018,09 00 00,3.926
18/05/2018,10 00 00,4.488
18/05/2018,11 00 00,4.482
18/05/2018,12 00 00,3.898
18/05/2018,13 00 00,2.87
18/05/2018,14 00 00,1.646
18/05/2018,15 00 00,0.528
18/05/2018,16 00 00,-0.206
18/05/2018,17 00 00,-0.366
18/05/2018,18 00 00,0.104
18/05/2018,19 00 00,1.11
18/05/2018,20 00 00,2.429
18/05/2018,21 00 00,3.764
18/05/2018,22 00 00,4.817
18/05/2018,23 00 00,5.36
19/05/2018,00 00 00,5.293
19/05/2018,01 00 00,4.668
19/05/2018,02 00 00,3.667
19/05/2018,03 00 00,2.559
19/05/2018,04 00 00,1.621
19/05/2018,05 00 00,1.075
19/05/2018,06 00 00,1.025
19/05/2018,07 00 00,1.444
19/05/2018,08 00 00,2.184
19/05/2018,09 00 00,3.019
19/05/2018,10 00 00,3.71
19/05/2018,11 00 00,4.062
19/05/2018,12 00 00,3.974
19/05/2018,13 00 00,3.455
19/05/2018,14 00 00,2.628
19/05/2018,15 00 00,1.687
19/05/2018,16 00 00,0.861
19/05/2018,17 00 00,0.353
19/05/2018,18 00 00,0.296
19/05/2018,19 00 00,0.717
19/05/2018,20 00 00,1.536
19/05/2018,21 00 00,2.579
19/05/2018,22 00 00,3.619
19/05/2018,23 00 00,4.433
20/05/2018,00 00 00,4.855
20/05/2018,01 00 00,4.813
20/05/2018,02 00 00,4.347
20/05/2018,03 00 00,3.596
20/05/2018,04 00 00,2.756
20/05/2018,05 00 00,2.033
20/05/2018,06 00 00,1.586
20/05/2018,07 00 00,1.492
20/05/2018,08 00 00,1.736
20/05/2018,09 00 00,2.216
20/05/2018,10 00 00,2.779
20/05/2018,11 00 00,3.26
20/05/2018,12 00 00,3.525
20/05/2018,13 00 00,3.497
20/05/2018,14 00 00,3.174
20/05/2018,15 00 00,2.628
20/05/2018,16 00 00,1.983
20/05/2018,17 00 00,1.391
20/05/2018,18 00 00,0.995
20/05/2018,19 00 00,0.899
20/05/2018,20 00 00,1.143
20/05/2018,21 00 00,1.689
20/05/2018,22 00 00,2.434
20/05/2018,23 00 00,3.224
21/05/2018,00 00 00,3.897
21/05/2018,01 00 00,4.317
21/05/2018,02 00 00,4.407
21/05/2018,03 00 00,4.167
21/05/2018,04 00 00,3.67
21/05/2018,05 00 00,3.041
21/05/2018,06 00 00,2.426
21/05/2018,07 00 00,1.954
21/05/2018,08 00 00,1.711
21/05/2018,09 00 00,1.722
21/05/2018,10 00 00,1.951
21/05/2018,11 00 00,2.317
21/05/2018,12 00 00,2.713
21/05/2018,13 00 00,3.03
21/05/2018,14 00 00,3.185
21/05/2018,15 00 00,3.13
21/05/2018,16 00 00,2.868
21/05/2018,17 00 00,2.453
21/05/2018,18 00 00,1.977
21/05/2018,19 00 00,1.556
21/05/2018,20 00 00,1.3
21/05/2018,21 00 00,1.291
21/05/2018,22 00 00,1.555
21/05/2018,23 00 00,2.057
22/05/2018,00 00 00,2.701
22/05/2018,01 00 00,3.354
22/05/2018,02 00 00,3.878
22/05/2018,03 00 00,4.159
22/05/2018,04 00 00,4.138
22/05/2018,05 00 00,3.824
22/05/2018,06 00 00,3.292
22/05/2018,07 00 00,2.657
22/05/2018,08 00 00,2.056
22/05/2018,09 00 00,1.61
22/05/2018,10 00 00,1.404
22/05/2018,11 00 00,1.466
22/05/2018,12 00 00,1.767
22/05/2018,13 00 00,2.223
22/05/2018,14 00 00,2.718
22/05/2018,15 00 00,3.125
22/05/2018,16 00 00,3.336
22/05/2018,17 00 00,3.286
22/05/2018,18 00 00,2.977
22/05/2018,19 00 00,2.475
22/05/2018,20 00 00,1.905
22/05/2018,21 00 00,1.418
22/05/2018,22 00 00,1.152
22/05/2018,23 00 00,1.198
23/05/2018,00 00 00,1.571
23/05/2018,01 00 00,2.2
23/05/2018,02 00 00,2.945
23/05/2018,03 00 00,3.632
23/05/2018,04 00 00,4.094
23/05/2018,05 00 00,4.216
23/05/2018,06 00 00,3.964
23/05/2018,07 00 00,3.39
23/05/2018,08 00 00,2.622
23/05/2018,09 00 00,1.832
23/05/2018,10 00 00,1.198
23/05/2018,11 00 00,0.861
23/05/2018,12 00 00,0.893
23/05/2018,13 00 00,1.282
23/05/2018,14 00 00,1.93
23/05/2018,15 00 00,2.678
23/05/2018,16 00 00,3.338
23/05/2018,17 00 00,3.741
23/05/2018,18 00 00,3.775
23/05/2018,19 00 00,3.423
23/05/2018,20 00 00,2.767
23/05/2018,21 00 00,1.972
23/05/2018,22 00 00,1.248
23/05/2018,23 00 00,0.793
24/05/2018,00 00 00,0.743
24/05/2018,01 00 00,1.127
24/05/2018,02 00 00,1.862
24/05/2018,03 00 00,2.767
24/05/2018,04 00 00,3.615
24/05/2018,05 00 00,4.185
24/05/2018,06 00 00,4.326
24/05/2018,07 00 00,3.991
24/05/2018,08 00 00,3.253
24/05/2018,09 00 00,2.283
24/05/2018,10 00 00,1.31
24/05/2018,11 00 00,0.568
24/05/2018,12 00 00,0.234
24/05/2018,13 00 00,0.39
24/05/2018,14 00 00,1.001
24/05/2018,15 00 00,1.921
24/05/2018,16 00 00,2.927
24/05/2018,17 00 00,3.77
24/05/2018,18 00 00,4.238
24/05/2018,19 00 00,4.206
24/05/2018,20 00 00,3.679
24/05/2018,21 00 00,2.786
24/05/2018,22 00 00,1.757
24/05/2018,23 00 00,0.862
25/05/2018,00 00 00,0.341
25/05/2018,01 00 00,0.338
25/05/2018,02 00 00,0.863
25/05/2018,03 00 00,1.782
25/05/2018,04 00 00,2.856
25/05/2018,05 00 00,3.799
25/05/2018,06 00 00,4.357
25/05/2018,07 00 00,4.375
25/05/2018,08 00 00,3.834
25/05/2018,09 00 00,2.858
25/05/2018,10 00 00,1.684
25/05/2018,11 00 00,0.6
25/05/2018,12 00 00,-0.125
25/05/2018,13 00 00,-0.308
25/05/2018,14 00 00,0.103
25/05/2018,15 00 00,1.016
25/05/2018,16 00 00,2.216
25/05/2018,17 00 00,3.412
25/05/2018,18 00 00,4.313
25/05/2018,19 00 00,4.695
25/05/2018,20 00 00,4.463
25/05/2018,21 00 00,3.675
25/05/2018,22 00 00,2.533
25/05/2018,23 00 00,1.332
26/05/2018,00 00 00,0.386
26/05/2018,01 00 00,-0.057
26/05/2018,02 00 00,0.12
26/05/2018,03 00 00,0.87
26/05/2018,04 00 00,1.988
26/05/2018,05 00 00,3.173
26/05/2018,06 00 00,4.099
26/05/2018,07 00 00,4.511
26/05/2018,08 00 00,4.286
26/05/2018,09 00 00,3.465
26/05/2018,10 00 00,2.249
26/05/2018,11 00 00,0.94
26/05/2018,12 00 00,-0.134
26/05/2018,13 00 00,-0.699
26/05/2018,14 00 00,-0.605
26/05/2018,15 00 00,0.137
26/05/2018,16 00 00,1.356
26/05/2018,17 00 00,2.764
26/05/2018,18 00 00,4.023
26/05/2018,19 00 00,4.83
26/05/2018,20 00 00,4.991
26/05/2018,21 00 00,4.471
26/05/2018,22 00 00,3.408
26/05/2018,23 00 00,2.076
27/05/2018,00 00 00,0.821
27/05/2018,01 00 00,-0.033
27/05/2018,02 00 00,-0.266
27/05/2018,03 00 00,0.176
27/05/2018,04 00 00,1.166
27/05/2018,05 00 00,2.429
27/05/2018,06 00 00,3.616
27/05/2018,07 00 00,4.397
27/05/2018,08 00 00,4.547
27/05/2018,09 00 00,4.01
27/05/2018,10 00 00,2.912
27/05/2018,11 00 00,1.527
27/05/2018,12 00 00,0.206
27/05/2018,13 00 00,-0.715
27/05/2018,14 00 00,-0.994
27/05/2018,15 00 00,-0.549
27/05/2018,16 00 00,0.523
27/05/2018,17 00 00,1.973
27/05/2018,18 00 00,3.458
27/05/2018,19 00 00,4.625
27/05/2018,20 00 00,5.198
27/05/2018,21 00 00,5.048
27/05/2018,22 00 00,4.223
27/05/2018,23 00 00,2.943
28/05/2018,00 00 00,1.538
28/05/2018,01 00 00,0.372
28/05/2018,02 00 00,-0.259
28/05/2018,03 00 00,-0.199
28/05/2018,04 00 00,0.523
28/05/2018,05 00 00,1.698
28/05/2018,06 00 00,2.996
28/05/2018,07 00 00,4.054
28/05/2018,08 00 00,4.57
28/05/2018,09 00 00,4.391
28/05/2018,10 00 00,3.547
28/05/2018,11 00 00,2.247
28/05/2018,12 00 00,0.821
28/05/2018,13 00 00,-0.363
28/05/2018,14 00 00,-1
28/05/2018,15 00 00,-0.916
28/05/2018,16 00 00,-0.119
28/05/2018,17 00 00,1.21
28/05/2018,18 00 00,2.757
28/05/2018,19 00 00,4.16
28/05/2018,20 00 00,5.089
28/05/2018,21 00 00,5.333
28/05/2018,22 00 00,4.851
28/05/2018,23 00 00,3.778
29/05/2018,00 00 00,2.396
29/05/2018,01 00 00,1.063
29/05/2018,02 00 00,0.118
29/05/2018,03 00 00,-0.204
29/05/2018,04 00 00,0.166
29/05/2018,05 00 00,1.11
29/05/2018,06 00 00,2.357
29/05/2018,07 00 00,3.552
29/05/2018,08 00 00,4.356
29/05/2018,09 00 00,4.535
29/05/2018,10 00 00,4.025
29/05/2018,11 00 00,2.945
29/05/2018,12 00 00,1.572
29/05/2018,13 00 00,0.259
29/05/2018,14 00 00,-0.652
29/05/2018,15 00 00,-0.92
29/05/2018,16 00 00,-0.463
29/05/2018,17 00 00,0.617
29/05/2018,18 00 00,2.071
29/05/2018,19 00 00,3.557
29/05/2018,20 00 00,4.73
29/05/2018,21 00 00,5.323
29/05/2018,22 00 00,5.213
29/05/2018,23 00 00,4.449
30/05/2018,00 00 00,3.24
30/05/2018,01 00 00,1.901
30/05/2018,02 00 00,0.774
30/05/2018,03 00 00,0.141
30/05/2018,04 00 00,0.149
30/05/2018,05 00 00,0.775
30/05/2018,06 00 00,1.83
30/05/2018,07 00 00,3.007
30/05/2018,08 00 00,3.97
30/05/2018,09 00 00,4.438
30/05/2018,10 00 00,4.268
